conm,fyear,at,roe,return
QANTAS AIRWAYS LTD,2002,14801,0.113418044,0.200999882
AMA GROUP LTD,2016,256.121,0.074182363,0.201186456
HERON RESOURCES LTD,2003,15.618,-0.034570011,0.2012
SOUL PATTINSON WASH H & CO,2020,7228.83,0.245563882,0.201573599
SYMBIO HOLDINGS LTD,2015,78.553,0.431627013,0.201600454
WESFARMERS LTD,2019,18333,0.118563789,0.201829945
STUART METALS NL,2005,30.071,0.669786757,0.201834867
DIPLOMA GROUP LTD,2009,178.387,0.229458239,0.201877927
CORPORATE EXPRESS AUSTRALIA,2008,526.078,0.350749338,0.202054795
SUGAR TERMINALS LTD,2019,363.207,0.079870506,0.202125669
INTEGRA MINING LTD,2012,211.143,0.051918431,0.20212766
AWN HOLDINGS LTD,2016,103.761,-0.270856834,0.20214661
CYPRIUM METALS LTD,2017,6.182,-0.146605444,0.202227885
INTOLL GROUP,2010,3573.88,-0.111261429,0.202446643
BLACKMORES LTD,2014,236.594,0.251427498,0.202529313
VILLAGE ROADSHOW LTD,2014,1412.894,0.085741449,0.202622252
AUSNET SERVICES,2013,10612.3,0.051855514,0.202626236
TASMANIA MINES LTD,2016,50.503,-0.246658517,0.202666662
COSTAEXCHANGE LTD,2007,194.901,0.111668261,0.202702703
JUPITERS LTD,2003,1052.416,0.127629597,0.202718129
G8 EDUCATION LTD,2015,1234.189,0.15475448,0.202862153
OLDFIELDS HOLDINGS LTD,2004,21.702,0.098044556,0.202871818
AURORA OIL & GAS LTD,2007,41.58,-0.066411318,0.202892
SCIDEV LIMITED,2021,56.151,0.140866905,0.203007519
DUET GROUP,2014,8846.247,0.128441864,0.203038013
INCITEC LTD,2002,690.027,0.163885002,0.20310626
MPOWER GROUP LTD,2007,55.264,0.268471312,0.203125003
KAROON ENERGY LTD,2007,83.661,-0.256321829,0.203296703
ROYALCO RESOURCES LTD,2011,20.97,0.353486043,0.203597887
AJ LUCAS GROUP LTD,2002,67.981,-0.047939289,0.203626632
ANSELL LTD,2007,1250.1,0.161550889,0.203655282
MONADELPHOUS GROUP LTD,2009,373.231,0.661737573,0.203658721
BOLNISI GOLD LTD,2004,50.886,0.022726005,0.203669148
TRANSMETRO CORP LTD,2019,28.723,0.108198064,0.203703698
HUTCHISON TELECOM AUSTRALIA,2004,2980.299,,0.203703704
CGA MINING LTD,2005,74.165,-0.032931887,0.203703704
LITHIUM POWER INTERNATIONAL,2019,48.808,-0.190092856,0.203703704
NEWCREST MINING LTD,2015,15368,0.066185829,0.203791469
G8 EDUCATION LTD,2018,1386.549,0.081680946,0.203986402
BSA LTD,2010,170.628,0.145402573,0.204026071
INVESTIGATOR RESOURCES LTD,2021,33.21,-0.076927562,0.204081633
EMPIRE OIL & GAS NL,2010,16.678,-0.176744186,0.204116638
BSA LTD,2015,141.409,0.121769188,0.204130398
CCI HOLDINGS LTD (AUSTRALIA),2002,37.393,0.10574624,0.204210528
REA GROUP LTD,2017,1578.813,0.062709818,0.204223648
SYMBION HEALTH LTD,2006,2164.481,0.049612601,0.20446276
ABRA MINING LTD,2007,13.067,-0.150141127,0.204545455
BLUE ENERGY LTD,2009,64.272,-0.132628992,0.204545455
FERRAUS LTD,2010,88.248,-0.116380279,0.204545455
VALMEC LTD,2018,55.244,0.155125678,0.204545455
APA GROUP,2019,15433.927,0.074555171,0.204759289
ENCOUNTER RESOURCES,2007,8.579,-0.089045724,0.204819277
MSF SUGAR LTD,2011,322.646,0.035538502,0.20498615
WOOLWORTHS GROUP LTD,2004,6145.4,0.541319406,0.205029741
ALTIUM LTD,2017,210.796,0.2073963,0.205065473
QUEENSLAND COTTON HOLDINGS,2004,377.767,0.045227919,0.205219173
EXCELSIOR CAPITAL LTD,2017,53.027,0.05688026,0.205261838
CCK FINANCIAL SOLUTIONS LTD,2002,18.425,-0.079917505,0.205325
PHARMX TECHNOLOGIES LIMITED,2020,19.178,0.015159998,0.205371429
AWB LTD,2003,2415.943,0.051130251,0.205538217
WATTYL LTD,2007,286.358,0.106093861,0.205667024
RETAIL FOOD GROUP LTD,2014,398.104,0.13391777,0.205728665
DRAGON MINING LTD,2009,72.06,-0.181141073,0.205882353
KYCKR LTD,2017,15.315,-0.531903403,0.205882353
ASTIVITALTD,2020,5.82,-1.345749585,0.205882353
FFI HOLDINGS LTD,2009,33.041,0.223534582,0.20592369
HORIZON OIL LTD,2004,20.057,-0.461550776,0.206053066
SCHAFFER CORP,2001,82.981,0.217300982,0.206080059
CARDNO LTD,2006,136.661,0.357752288,0.206128887
NEON CAPITAL LTD,2001,62.552,-0.051560012,0.206185567
EFTEL LTD,2007,25.913,-0.046303768,0.206349206
VILLA WORLD LTD (OLD),2004,263.196,0.271905772,0.206415713
ARAFURA RARE EARTHS LIMITED,2019,106.064,-0.057374157,0.2065625
EUMUNDI GROUP LTD,2017,49.682,0.042960268,0.206667484
NT MINERALS LTD,2007,18.619,-0.24929972,0.206669592
INTEGRAL DIAGNOSTICS LTD,2021,654.899,0.129455626,0.206821861
NATIONAL FOODS LTD,2004,711.327,0.150874367,0.206846777
ANTISENSE THERAPEUTICS LTD,2007,8.05,-0.653072248,0.206896552
SEAFARMS GROUP LTD,2008,20.252,0.11192543,0.206896552
GLOBAL PETROLEUM LTD,2017,9.105,-0.196568524,0.206896552
GRAND HOTEL GROUP,2003,536.012,-0.130271785,0.206896553
NANOSONICS LTD,2014,33.544,-0.123629633,0.207317073
OZ MINERALS LIMITED,2018,3442.9,0.081892663,0.20745586
REEF CASINO TRUST,2002,113.806,0.099265426,0.207466064
TRANSURBAN GROUP,2014,14868,0.061415699,0.20747233
FREEDOM CARE GROUP HOLDINGS,2010,92.171,-0.045658922,0.20754717
STARPHARMA HLDGS LTD,2015,44.383,-0.537520033,0.207692308
WATTYL LTD,2006,285.457,0.025765283,0.207785135
AERIS RESOURCES LTD,2020,187.768,-0.524167811,0.207836562
TRANSURBAN GROUP,2001,1962.807,-0.648177119,0.208108108
RECKON LTD,2001,14.521,-0.087460309,0.208333333
SPHERE MINERALS LTD,2003,6.683,-0.098399398,0.208333333
KOLLAKORN CORPORATION LTD,2005,1.851,-1.589201878,0.208333333
GRANGE RESOURCES LTD,2006,38.767,0.073008391,0.208333333
INTEGRA MINING LTD,2006,15.219,-0.160466011,0.208333333
APOLLO MINERALS LTD,2009,13.314,-0.923851946,0.208333333
CUFE LTD,2014,1.568,,0.208333333
ZEOTECH LTD,2020,6.692,-0.597982865,0.208333333
INDIANA RESOURCES LTD,2021,3.12,-2.228419655,0.208333333
NAVITAS LTD,2007,217.021,0.278152779,0.208442237
CONSOLIDATED FINANCIAL HLDGS,2018,11.957,-0.196773811,0.20845318
DATA3 LTD,2011,165.626,0.533402088,0.208750029
BERKELEY ENERGIA LTD,2012,52.745,-0.232963427,0.208955224
QANTAS AIRWAYS LTD,2013,20200,0.000845023,0.209016393
EVT LIMITED,2016,1489.767,0.131853448,0.2090762
RAMSAY HEALTH CARE LTD,2019,12532.641,0.248152808,0.209251086
GUNNS LTD,2004,951.412,0.26356236,0.209526912
LOVE GROUP GLOBAL LTD,2021,1.666,-0.907294833,0.209677419
VINTAGE ENERGY LTD,2021,45.662,-0.063018948,0.209677419
SLATER & GORDON LTD,2009,206.915,0.178873476,0.209797614
RENEGADE EXPLORATION LTD,2016,2.595,-0.161828571,0.20997892
HENRY WALKER ELTIN GROUP LTD,2004,728.674,0.067917393,0.209981852
HUON AQUACULTURE GROUP,2021,637.899,-0.462386361,0.210344828
KIP MCGRATH EDUCATION CENTRE,2015,14.802,0.126287453,0.210416667
DOWNER EDI LTD,2018,7788.2,0.024434482,0.210476906
TRIVARX LIMITED,2009,2.724,-0.746066863,0.210526316
SIPA RESOURCES LTD,2010,9.882,-0.485641213,0.210526316
TAMBLA LTD,2011,34.179,-0.043038754,0.210526316
CATALYST METALS LTD,2012,1.882,-1.89465154,0.210526316
ALLKEM LIMITED,2014,187.242,-0.031652983,0.210526316
GREEN'S FOODS LTD,2006,104.228,-0.321453108,0.21059269
LOVISA HOLDINGS LTD,2016,42.641,1.841268076,0.210668904
EXCITE TECHNOLOGY SERVICES,2012,3.628,-0.240133939,0.210727969
NICK SCALI LTD,2020,364.794,0.523994844,0.211034511
TASSAL GROUP,2015,612.927,0.139787712,0.211070335
DISCOVERY METAL LTD,2009,32.509,-0.196557911,0.211267606
MCMILLAN SHAKESPEARE LTD,2018,861.902,0.135435009,0.211343443
WOOLWORTHS GROUP LTD,2012,21581.1,0.276642123,0.211346597
SYMBIO HOLDINGS LTD,2011,3.877,5.012468828,0.211361638
CRITICAL RESOURCES LTD,2016,4.171,-0.489707161,0.2114
E79 GOLD MINES LIMITED,2016,3.047,-0.040796503,0.211538462
HEALIUS LTD,2006,544.424,0.133290662,0.211594934
WPP AUNZ LTD,2016,2084.208,0.088778084,0.211668123
SAI GLOBAL LTD,2006,352.278,0.107432166,0.211757717
CLOUGH LTD,2008,555.112,0.627384305,0.211821311
GALE PACIFIC LTD,2011,100.43,0.096300566,0.211890791
SRG GLOBAL LTD,2015,121.844,0.021406809,0.212108259
ENGIN LTD,2004,12.848,0.329263353,0.212121212
QUESTE COMMUNICATIONS LTD,2005,22.912,0.014409574,0.212121212
ARCHER MATERIALS LTD,2014,16.228,-0.042667509,0.212121212
NOVA EYE MEDICAL LTD,2015,58.98,0.043781924,0.212121212
NAMOI COTTON LTD,2016,210.713,0.002288043,0.212121212
ELEMENT 25 LTD,2017,11.464,0.103482175,0.212121212
TEMPUS RESOURCES LTD,2020,9.571,-0.508484271,0.212121212
PRO-PAC PACKAGING LTD,2016,178.261,0.063141896,0.212176866
REDBANK ENERGY LTD,2011,352.283,-0.230420921,0.212325581
ENERGY WORLD CORP LTD,2013,1139.947,0.029113562,0.2125
A2B AUSTRALIA LTD,2016,530.61,0.065518507,0.212553374
MCPHERSONS LTD,2004,251.409,0.197836985,0.212569866
PROGRAMMED MAINTENANCE SVC,2013,734.006,0.075937309,0.212668396
DWS LTD,2020,152.001,0.107718126,0.212747258
SCHAFFER CORP,2012,142.553,0.132580802,0.212927735
PEOPLEBANK AUSTRALIA LTD,2007,33.875,0.327428314,0.21304716
PREMIER INVESTMENTS LTD,2019,1768.723,0.079286027,0.213227801
PRAEMIUM LTD,2007,21.129,-0.550444615,0.213235294
NAVITAS LTD,2010,368.011,0.630461874,0.213298103
PO VALLEY ENERGY LTD,2007,47.944,-0.066194081,0.213333333
HIGH GRADE METALS LTD,2009,1.118,-3.701598579,0.213333333
CSR LTD,2003,2349.9,0.148905517,0.213424948
ADBRI LTD,2004,1033.311,0.138562145,0.2135492
ALLIANCE AVIATION SERVICES,2021,608.73,0.111807698,0.213675214
ARB CORP,2004,72.035,0.293113268,0.213921481
AIRCRUISING AUSTRALIA LTD,2002,2.825,0.238403452,0.214285714
APEX MINERALS NL,2003,3.491,-0.053434006,0.214285714
HERALD RESOURCES,2004,26.525,0.117063641,0.214285714
ROCKEBY BIOMED LTD,2006,11.294,-0.654026341,0.214285714
NEXUS MINERALS LTD,2009,2.886,-0.275012006,0.214285714
INTREPID MINES LTD,2009,61.839,-0.313511506,0.214285714
TIARO COAL LTD,2009,7.551,-0.132314343,0.214285714
COOPER ENERGY LTD,2012,161.023,0.208579553,0.214285714
MINOTAUR EXPLORATION LTD,2014,26.556,-0.111545568,0.214285714
CONNEXION MOBILITY LTD,2015,1.217,,0.214285714
NEWFIELD RESOURCES LTD,2015,18.051,-0.126379554,0.214285714
MOLOPO ENERGY LTD,2016,67.54,-0.000102053,0.214285714
INVITROCUE LTD,2017,1.337,-2.807957154,0.214285714
ARGENT MINERALS,2017,2.582,-1.395655036,0.214285714
BROOKSIDE ENERGY LTD,2017,7.605,-0.264287437,0.214285714
RED RIVER RESOURCES LTD,2021,114.07,0.103682222,0.214285714
GALILEO MINING LTD,2021,19.506,-0.03511727,0.214285714
ARB CORP,2015,269.869,0.207906413,0.214421488
MACQUARIE TECHNOLOGY GROUP,2012,128.009,0.233054229,0.214473096
SOUL PATTINSON WASH H & CO,2002,1090.175,0.110931921,0.214516611
SONIC HEALTHCARE LTD,2020,12127.13,0.096075917,0.21456503
CRANE GROUP LTD,2005,1162.439,0.095700248,0.214622923
WEBSTER LTD,2019,654.783,-0.018519422,0.214723926
THE STAR ENTERTAINMENT GROUP,2014,4218.2,0.036691864,0.215004469
GAS2GRID LTD,2007,7.262,-0.080550344,0.215384615
ENVESTRA LTD,2005,2520.879,-0.125561448,0.215629238
MURCHISON METALS LTD,2009,247.997,0.002988036,0.215686275
ALESCO CORPORATION LTD,2005,622.364,0.133382733,0.215747991
BWX LTD,2017,185.242,0.141504917,0.215844754
SUNSHINE METALS LTD,2015,3.689,-0.478589421,0.215850886
CTI LOGISTICS LTD,2011,60.132,0.195224012,0.215989326
PROVARIS ENERGY LTD,2007,0.412,-3.171385991,0.216
INVOCARE LTD,2009,341.895,0.480128428,0.216019896
AV JENNINGS LTD,2017,712.781,0.095896149,0.216029826
ARGENT MINERALS,2019,1.224,-4.535554132,0.21611875
MEDICAL DEV INTL,2019,84.801,0.031632358,0.216185338
FLIGHT CENTRE TRAVEL GROUP,2018,3405.219,0.176561559,0.216196315
PEPLIN INC,2003,10.791,-0.481660358,0.216216216
COKAL LTD,2019,25.578,-0.252964427,0.216216216
RURALCO HOLDINGS LTD,2007,401.961,0.105923529,0.216224983
RCR TOMLINSON LTD,2004,62.66,0.098617292,0.216260156
SHERWIN IRON LTD,2013,93.871,-0.021801271,0.216338759
AGL ENERGY,2002,6016.5,0.095884599,0.216562957
MOUNT GIBSON IRON LTD,2002,24.74,-0.035138578,0.21657754
CONTINENTAL COAL LTD,2009,52.826,-0.849331855,0.216666667
ENCOUNTER RESOURCES,2009,6.42,-0.286910088,0.216666667
LIVEHIRE LTD,2021,21.84,-0.400763543,0.216666667
MACA LTD,2013,372.648,0.310705853,0.216996118
SPARK INFR GROUP,2016,3524.56,0.037768895,0.217372307
YOWIE GROUP LTD,2003,17.01,-0.969486642,0.217391304
AVECHO BIOTECHNOLOGY LTD,2006,173.494,-0.045775398,0.217391304
GLOBAL PETROLEUM LTD,2009,27.475,-0.178629755,0.217391304
QRXPHARMA LIMITED,2015,3.556,-0.897034322,0.217391304
DRAGON MINING LTD,2016,50.432,0.186027958,0.217391304
COASSETS LTD,2017,10.597,-1.699429813,0.217391304
NUSANTARA RESOURCE,2020,79.136,-0.054800004,0.217391304
TALISMAN MINING LTD,2019,27.493,-0.459288892,0.217791387
OAMPS LTD,2005,685.92,0.170673337,0.218019006
RINKER GROUP LTD,2006,4704.3,0.302032465,0.218138157
INVION LTD,2014,14.731,-0.649617816,0.21832555
RECKON LTD,2007,45.672,0.300247348,0.218378926
WORLEY LTD,2011,3816.1,0.198387624,0.218577751
GALE PACIFIC LTD,2013,117.887,0.11546895,0.218676058
WATERCO LTD,2009,73.571,0.059934701,0.218743202
CIRRUS NETWORKS HOLDINGS LTD,2005,2.134,-0.454732126,0.21875
GREENBOX GROUP LTD,2006,14.463,-0.665442119,0.21875
ENERGY TECHNOLOGIES LTD,2010,15.058,0.00376103,0.21875
BCD RESOURCES NL,2014,10.152,-0.441172862,0.21875
CELLNET GROUP LTD,2014,23.99,-0.296028331,0.21875
ANIMOCA BRANDS CORP LTD,2009,1.971,-0.481786134,0.218804921
FOSTER'S GROUP LTD,2001,9249.5,0.15457974,0.218889052
EMBELTON LTD,2014,16.568,0.104343356,0.218897057
PACIFIC ENERGY LTD,2012,144.198,0.013861918,0.219178082
ALBIDON LTD,2005,24.892,-0.211838516,0.219298246
GRAINCORP LTD,2020,2002.1,0.02401419,0.21940626
STUART METALS NL,2001,5.285,-0.042455973,0.219512195
LBT INNOVATIONS LTD,2012,18.381,-0.089681924,0.219512195
SOUTH AMERICAN IRON & STEEL,2012,10.371,-0.23719926,0.219512195
FUTURE BATTERY MINERALS LTD,2016,8.788,-0.54010486,0.219512195
FARMAFORCE LTD,2018,2.209,,0.219512195
FREEDOM GROUP LTD,2003,177.264,0.207811833,0.219780229
ARISTOCRAT LEISURE LTD,2006,877.962,0.668078308,0.219970197
CSL LTD,2016,7562.7,0.467586233,0.219992113
ETHANE PIPELINE INCOME FUND,2011,118.843,0.050145859,0.219998979
CHALMERS LTD,2007,37.388,0.158060149,0.220082825
COCA-COLA AMATIL LTD,2012,6722,0.223920929,0.220234811
AUSTRALIAN SILICA QUARTZ GRP,2017,19.326,-0.025535842,0.220338983
TANAMI GOLD NL,2021,48.646,-0.027725451,0.220338983
NEARMAP LTD,2003,8.967,-0.270167137,0.220588235
SEVEN GROUP HLDS LTD,2003,2097.544,0.062579523,0.22067761
EMBELTON LTD,2016,22.85,0.150050017,0.220821282
IDP EDUCATION LTD,2017,239.848,0.493822901,0.2208383
ARB CORP,2003,58.625,0.295428776,0.220890198
SOUL PATTINSON WASH H & CO,2001,1381.008,0.093053034,0.220905716
ANTEOTECH LTD,2019,4.768,-0.800436999,0.220927576
PROVARIS ENERGY LTD,2011,1.314,-2.056835637,0.221166893
VOLANTE GROUP LTD,2004,239.744,0.091181324,0.22123027
BEACH ENERGY LTD,2003,71.055,0.154204248,0.221354173
KALNORTH GOLD MINES LTD,2009,48.167,-0.027734379,0.221428571
TASSAL GROUP,2018,954.413,0.101954183,0.221443628
AMCOM TELECOMMUNICATIONS,2007,113.063,0.10832436,0.221671255
CTI LOGISTICS LTD,2004,41.982,0.128107634,0.22171946
DEVEX RESOURCES LTD,2019,3.241,-1.173365814,0.221733333
MINERAL DEPOSITS LTD,2011,377.187,0.745708203,0.222144671
SONIC HEALTHCARE LTD,2007,2900.462,0.146492232,0.222202912
PORT DOUGLAS REEF RESORTS,2002,54.709,-0.10597419,0.222222222
INDO MINES LTD,2003,2.31,-0.452334249,0.222222222
AUSTRALIAN MINES LTD,2003,11.494,-0.100133793,0.222222222
TASMAN RESOURCES LTD,2003,3.964,-0.140635751,0.222222222
KAIROS MINERALS LTD,2005,4.054,-0.407484821,0.222222222
DISCOVERY METAL LTD,2005,2.887,-1.129264646,0.222222222
TERRAIN MINERALS LTD,2007,9.407,-0.142135445,0.222222222
SIRIUS RESOURCES NL,2010,13.08,-0.298004233,0.222222222
PTB GROUP LTD,2011,77.697,0.015513944,0.222222222
ASTRAL RESOURCES NL,2012,5.526,-0.884543198,0.222222222
E79 GOLD MINES LIMITED,2012,3.555,-0.233045623,0.222222222
ADVANCE ZINCTEK LTD,2013,6.045,-0.118361955,0.222222222
MULTISTACK INTL,2013,4.206,-0.060782576,0.222222222
TZ LTD,2014,14.899,-8.176022176,0.222222222
USCOM LTD,2014,3.769,-0.536129714,0.222222222
SPICERS LTD,2017,233.547,0.002828234,0.222222222
HEALTH AND PLANT PROTEIN GRP,2018,67.672,-0.446790369,0.222222222
DRAGON MOUNTAIN GOLD LTD,2018,2.626,-0.253765933,0.222222222
LATROBE MAGNESIUM LTD,2019,8.153,-0.253365666,0.222222222
NEWFIELD RESOURCES LTD,2020,107.182,-0.175233253,0.222222222
OTTO ENERGY LTD,2021,61.331,-0.109710231,0.222222222
SUNSTONE METALS LTD,2021,44.133,0.07726544,0.222222222
SIMONDS GROUP LTD,2021,173.641,0.310107353,0.222222222
COLLECTION HOUSE LTD,2018,370.963,0.132198072,0.222326687
SYDNEY AIRPORT,2012,10971.8,0.08253067,0.222361286
DECMIL GROUP LTD,2017,276.485,-0.120548319,0.222606999
HILLS LTD,2005,582.465,0.146077227,0.222639041
AWE LTD,2005,380.129,-0.054151488,0.222826087
RINKER GROUP LTD,2005,4457,0.243982855,0.223059234
IMPEDIMED LTD,2010,24.91,-0.706093634,0.2235907
EVT LIMITED,2018,1730.579,0.104643209,0.223659121
COVENTRY GROUP LTD,2004,243.977,0.09061243,0.223664964
OSTEOPORE LTD,2020,10.248,-0.325309261,0.223684211
THAKRAL HLDGS LTD,2005,1055.46,0.087083278,0.223699577
ELECTRO OPTIC SYSTEMS LTD,2017,47.606,-0.680690829,0.223938224
QUBE HOLDINGS LTD,2016,2891.6,0.049151286,0.224020154
EQUATORIAL RESOURCES LTD,2016,43.472,-0.01884924,0.224137931
MARVEL GOLD LIMITED,2021,10.199,,0.224137931
CSL LTD,2015,6401,0.466753541,0.22442138
QUINTIS LTD,2008,166.708,0.318678652,0.224423097
TITANIUM SANDS LTD,2006,49.194,-0.041765255,0.224489796
HUTCHISON TELECOM AUSTRALIA,2009,1671.237,,0.224489796
FREELANCER LTD,2015,65.613,-0.108470775,0.224489796
CARDIEX LTD,2021,11.264,-0.804234339,0.224489796
ANDEAN RESOURCES LTD,2006,14.603,-0.287504531,0.2246
LINDSAY AUSTRALIA LTD,2006,99.673,0.041374418,0.224999999
CLARITY OSS LTD,2003,59.247,0.124526259,0.225
ALKANE RESOURCES LTD,2005,20.484,-0.098458119,0.225
FUSION RESOURCES LTD,2006,5.089,-0.411371644,0.225
ARMOUR ENERGY LTD,2021,104.616,-0.252860275,0.225
FIN RESOURCES LTD,2009,0.876,-2.635611667,0.225142857
CROWE HORWATH AUSTRALASIA,2006,243.359,0.138062241,0.22519829
TOLL HOLDINGS LTD,2005,2482.253,0.208055155,0.225323944
HERALD RESOURCES,2007,145.038,-0.008863683,0.225490196
MSF SUGAR LTD,2010,211.219,0.057283543,0.225683869
REX MINERALS LTD,2010,55.379,0.061242483,0.225714286
INTERNATIONAL FERRO METALS,2009,2524.881,-0.131141892,0.225804392
LINDIAN RESOURCES LTD,2002,4.57,-0.135092011,0.225806452
CULLEN RESOURCES NL,2005,6.661,-0.125549382,0.225806452
FITZROY RIVER CORP LTD,2012,30.238,-0.023630702,0.225806452
VITAL METALS LTD,2013,13.62,-0.13350462,0.225806452
KINGSROSE MINING LIMITED,2020,59.797,0.438114238,0.225806452
TRINEX MINERALS LIMITED,2020,6.059,-0.470044379,0.225806452
REECE LTD,2020,6343.885,0.096594176,0.225998784
SPARK INFR GROUP,2014,3019.85,0.073671685,0.226168439
ENERGY WORLD CORP LTD,2011,776.044,0.063171432,0.226190476
GOLD ONE INTL LTD,2009,168.119,-0.161922449,0.226415094
ARGO EXPLORATION LTD,2010,13.008,0.060796813,0.226415094
WELLNEX LIFE LTD,2018,64.364,-0.580803866,0.226424628
IRESS LTD,2010,171.811,0.385577232,0.22673832
QUESTE COMMUNICATIONS LTD,2006,31.274,0.253393665,0.226740056
NYOTA MINERALS LTD,2005,19.422,-0.229472501,0.226804124
AGL ENERGY,2005,5928.2,0.268559851,0.226878563
ABC LEARNING CENTER LTD,2003,157.024,0.206979914,0.227236323
COMPUMEDICS LTD,2007,19.251,0.018047099,0.227272727
PHARMX TECHNOLOGIES LIMITED,2007,26.776,0.07205144,0.227272727
EUROPA METALS LTD,2010,1.588,-2.125125556,0.227272727
ANSON RESOURCES LTD,2013,2.651,-0.222297757,0.227272727
GREENSTONE RESOURCES LTD,2020,13.004,-0.063358994,0.227272727
IPB PETROLEUM LTD,2020,4.181,-0.134804888,0.227272727
AGL ENERGY,2015,15833,0.026596718,0.227557061
COCHLEAR LTD,2015,869.056,0.426064614,0.227602434
ESSA AUSTRALIA LTD,2010,25.025,0.108095263,0.227655837
REGIONAL EXPRESS HLDGS LTD,2018,275.211,0.08543451,0.227658635
REEF CASINO TRUST,2015,106.109,0.544931337,0.227685324
NEOMETALS LTD,2020,135.457,-0.102625576,0.227777766
SMS MANAGEMENT & TECHNOLOGY,2012,158.044,0.272385801,0.227903957
KONEKT LTD,2009,9.715,0.451799115,0.228070175
MALLEE RESOURCES LIMITED,2018,39.486,-0.618358766,0.228070175
GWA GROUP LTD,2016,510.859,0.169232976,0.228217263
HANSEN TECHNOLOGIES LTD,2013,77.664,0.155728341,0.228281581
CODAN LTD,2012,170.283,0.385661784,0.228318248
AV JENNINGS LTD,2016,741.382,0.116682567,0.228348439
CARPATHIAN RESOURCES LTD,2005,4.41,-0.481917752,0.228571429
EMPIRE RESOURCES LTD,2009,0.883,-1.320135747,0.228571429
QUICKSTEP HOLDINGS LTD,2013,24.129,-2.012559242,0.228571429
LARK DISTILLING CO LTD,2018,39.045,-0.182400603,0.228571429
MMA OFFSHORE LTD,2013,674.477,0.166384062,0.228582418
VEDA ADVANTAGE LTD,2001,263.44,0.058016945,0.228885972
BRICKWORKS LTD,2005,1485.979,0.244209305,0.228963127
MACQUARIE TECHNOLOGY GROUP,2017,133.226,0.168355472,0.229044813
REJECT SHOP LTD,2018,233.013,0.115866764,0.229113708
COLLECTION HOUSE LTD,2010,180.954,0.099237066,0.229148896
TALENT2 INTERNATIONAL LTD,2004,26.887,0.250081548,0.229166667
TANAMI GOLD NL,2020,51.08,0.003971439,0.229166667
ANGUS & COOTE (HLDGS) LTD,2002,101.255,0.114144328,0.229225927
REDFLEX HOLDINGS LTD,2012,183.807,0.138370368,0.229316815
HEALTHIA LTD,2020,129.285,0.062472432,0.229355739
A2B AUSTRALIA LTD,2021,177.989,-0.15097925,0.229357798
MINERAL DEPOSITS LTD,2010,493.769,-0.065946184,0.229411765
WEBSTER LTD,2018,760.444,0.054924609,0.229494129
TAP OIL LTD,2002,168.587,0.107196934,0.229508197
NUFARM LTD,2012,2801.268,0.047766328,0.229569717
RED METAL LTD,2012,2.703,-0.687377114,0.229681308
CPT GLOBAL LTD,2013,20.396,0.024828437,0.22972973
NEW HOPE CORP LTD,2010,2652.498,0.07226068,0.229948214
WESFARMERS LTD,2007,12076.249,0.235823107,0.229990348
AGL ENERGY,2010,8690.9,0.061156145,0.230042869
MINERAL COMMODITIES LTD,2013,38.211,-0.065953727,0.230311133
ARN MEDIA LIMITED,2018,748.122,0.066965321,0.230355784
SKILLED GROUP LTD,2005,194.604,0.267334636,0.230410183
SONIC HEALTHCARE LTD,2018,8200.934,0.118800623,0.230494632
ORICA LTD,2006,5709,0.054774654,0.230615867
CYPRIUM METALS LTD,2005,40.578,-0.02315776,0.230769231
ORCODA LTD,2006,7.848,-0.208303405,0.230769231
RIMFIRE PACIFIC MINING LTD,2007,4.307,-0.136226469,0.230769231
AIRCRUISING AUSTRALIA LTD,2011,5.43,,0.230769231
HEALTH AND PLANT PROTEIN GRP,2011,69.128,0.049181374,0.230769231
CELLNET GROUP LTD,2013,26.931,0.074521858,0.230769231
FOCUS MINERALS LTD,2013,159.797,-0.676355159,0.230769231
BARDOC GOLD LTD,2014,3.998,0.102131193,0.230769231
VIVID TECHNOLOGY LTD,2015,5.095,-1.181602842,0.230769231
MATSA RESOURCES LTD,2019,21.977,-0.325526316,0.230769231
CYNATA THERAPEUTICS LTD,2019,12.25,-0.642816495,0.230769231
