Player,DOB,height,weight
"Mitchell, Sam",1982-10-12,180,84
"Lewis, Jordan",1986-04-24,186,86
"Dewar, Angus",1992-10-12,192,88
"Spangher, Matthew",1987-04-23,195,96
"Lovell, Kieran",1997-05-16,174,80
"Hale, David",1984-05-22,201,102
"Suckling, Matt",1988-07-25,187,85
"Lake, Brian",1982-02-27,195,98
"Anderson, Jed",1994-02-02,179,81
"Sewell, Brad",1984-02-02,181,86
"Woodward, Alex",1993-06-11,181,77
"Ross, Ben",1988-09-21,179,74
"Lowden, Luke",1991-02-22,206,103
"Wanganeen, Derick",1991-02-05,176,75
"Franklin, Lance",1987-01-30,199,105
"Guerra, Brent",1982-05-29,182,90
"Bailey, Max",1986-10-23,206,101
"Savage, Shane",1991-01-05,187,82
"Ellis, Xavier",1988-02-28,186,81
"Osborne, Michael",1982-07-29,178,81
"Bateman, Chance",1981-06-21,175,75
"Boumann, Jarrad",1989-08-18,196,90
"Bruce, Cameron",1979-09-30,190,87
"Ladson, Rick",1984-02-18,179,84
"Johnson, Paul",1984-06-26,199,103
"Milne, Riley",1990-07-20,193,78
"Renouf, Brent",1988-05-03,200,98
"Skipper, Wayde",1983-03-01,193,95
"Peterson, Carl",1987-07-03,183,70
"Taylor, Simon",1982-08-18,200,105
"Moss, Garry",1988-07-05,181,74
"Muston, Beau",1987-03-01,189,86
"Stokes, Cameron",1989-07-02,174,74
"Morton, Jarryd",1988-10-05,191,87
"Kayler-Thomson, Jarrod",1985-07-26,188,80
"McGlynn, Ben",1985-08-06,172,76
"Dowler, Beau",1987-12-16,196,88
"Kennedy, Josh",1988-06-20,189,97
"Tuck, Travis",1987-09-07,188,88
"Campbell, Robert",1982-06-02,199,108
"Dew, Stuart",1979-08-18,183,99
"Thorp, Mitch",1988-12-25,194,88
"Crawford, Shane",1974-09-09,174,80
"Clarke, Tim",1982-04-02,176,78
"Boyle, Tim",1984-01-28,194,95
"Dixon, Ben",1977-06-14,188,91
"Smith, Joel",1977-05-03,185,87
"Vandenberg, Richard",1977-01-14,178,84
"Little, Matthew",1986-01-03,188,84
"Thurgood, Josh",1985-06-05,190,77
"Kane, Ben",1983-03-22,183,82
"Ries, Nick",1982-07-14,182,83
"Everitt, Peter",1974-05-03,203,108
"Ball, Matthew",1982-02-21,183,83
"Miller, Harry",1985-06-11,174,77
"Brennan, Luke",1985-03-03,185,85
"Lekkas, Angelo",1976-06-29,185,86
"Hay, Jonathan",1979-08-13,194,93
"Lonie, Nathan",1983-03-04,189,84
"Greene, Steven",1982-01-25,182,78
"Holland, Nick",1974-07-29,195,102
"Graham, Mark",1973-03-13,190,84
"Thompson, Nathan",1978-02-14,194,100
"Cox, Adrian",1980-09-08,181,84
"Tallis, Rayden",1975-06-09,184,85
"Barlow, Kris",1973-07-15,188,91
"McCabe, Luke",1976-08-10,183,82
"Rawlings, Jade",1977-10-09,196,97
"Cox, Simon",1977-01-25,192,95
"Stone, Nick",1981-10-01,196,97
"Chick, Daniel",1976-02-10,185,88
"Nicholls, Bill",1981-01-02,184,86
"Rock, Anthony",1970-09-29,175,76
"Obst, Chris",1979-10-09,185,80
"OFarrell, Brett",1978-01-03,197,100
"Hazell, Tim",1981-06-13,186,89
"Treleven, Craig",1970-06-14,188,86
"Taylor, Richard",1973-07-14,173,76
"Collica, Michael",1977-07-09,185,85
"Rode, Steven",1980-04-06,201,98
"Turvey, Nathan",1977-10-17,183,83
"Lloyd, Brad",1975-09-16,183,83
"Dennis, Matthew",1978-02-11,189,91
"Dunstall, Jason",1964-08-14,188,98
"Crawford, Justin",1977-03-20,181,82
"Kilmartin, Haydon",1973-07-22,178,80
"Fraser, Kane",1977-07-22,185,83
"Lawrence, Stephen",1969-04-22,200,100
"Langford, Chris",1963-01-02,193,96
"Platten, John",1963-03-17,170,70
"Pritchard, Darrin",1966-03-21,178,74
"Condon, Anthony",1967-12-06,186,88
"Jencke, Ray",1966-03-25,185,84
"Collins, Andrew",1965-04-25,174,75
"Hudson, Paul",1970-07-20,185,88
"Cooper, Paul",1968-04-06,183,86
"Crawshay, Simon",1974-08-25,200,93
"Dear, Paul",1966-12-28,188,105
"Higgins, Leon",1968-06-27,178,80
"Maginness, Scott",1966-08-02,190,90
"Young, Matthew",1972-09-17,183,84
"Baxter, Darren",1965-03-19,185,85
"Nugent, Glenn",1971-11-08,180,80
"Murton, Phillip",1973-09-29,185,78
"Ayres, Gary",1960-09-28,187,95
"Dear, Greg",1963-04-17,198,99
"Morrissey, James",1964-10-04,184,90
"Johnston, Michael",1971-02-16,182,85
"Mew, Chris",1961-05-07,189,90
"Anderson, Dean",1967-08-01,190,88
"Berry, Domenic",1971-06-13,198,98
"Wittman, Chris",1965-08-30,180,80
"Tuck, Michael",1953-06-24,188,76
"Whittlesea, Gregory",1963-07-23,183,86
"DiPierdomenico, Robert",1958-05-05,185,93
"Schwab, Peter",1960-09-22,180,83
"Kennedy, John",1959-11-22,190,90
"Morris, Russell",1962-06-01,191,92
"Ralphsmith, Sean",1966-12-14,188,90
"Buckenara, Gary",1958-07-03,184,83
"Bingham, Lawrence",1969-05-28,200,95
"Loveridge, Richard",1963-01-15,178,70
"Greene, Russell",1957-05-30,185,78
"Russo, Peter",1959-10-29,177,70
"Demetriou, Andrew",1961-04-14,182,80
"Harding, Paul",1964-06-04,193,98
"Symonds, Tony",1962-02-15,185,72
"Handley, Robert",1965-01-08,183,76
"Wallace, Terry",1958-12-13,183,85
"Robertson, Colin",1957-06-19,182,81
"Byrne, Michael",1958-12-02,200,86
"Ellingworth, Roger",1962-12-14,184,72
"Matthews, Leigh",1952-03-01,178,86
"OHalloran, David",1955-09-08,185,92
"Knights, Peter",1952-03-30,188,84
"Malaxos, Stephen",1961-06-19,177,83
"Bennett, James",1964-11-05,188,79
"Paton, Ian",1957-02-21,193,92
"Considine, Paul",1962-06-11,178,73
"Polkinghorne, David",1956-02-01,182,84
"Moore, Kelvin",1950-08-15,188,86
"McGrath, Shane",1964-03-04,191,89
"Shields, Russell",1962-07-22,183,80
"Allender, Stephen",1960-07-24,194,83
"Moncrieff, Michael",1952-08-19,191,85
"Flintoff, David",1964-01-11,175,74
"Bennett, Andy",1955-03-30,191,86
"Turner, Mark",1960-04-14,188,81
"Wade, Scott",1960-01-10,173,72
"Ablett, Geoff",1955-03-13,180,80
"Goad, Alan",1954-09-22,179,80
"De Wolde, Alle",1955-12-27,182,83
"Kershaw, Kim",1959-01-25,198,106
"Goss, Norm",1951-03-03,177,78
"Hoyer, Craig",1960-09-06,196,96
"Hendrie, John",1953-06-11,188,87
"Scott, Don",1947-12-20,190,89
"Murnane, Peter",1955-02-05,180,78
"Davies, Rick",1952-04-08,188,90
"Wilton, Nick",1958-02-24,192,86
"Walter, Richard",1959-04-08,193,100
"Foster, Dale",1958-05-07,191,83
"Martello, Alan",1952-09-14,193,100
"Moore, Terry",1951-08-06,196,93
"Wilkinson, Robert",1956-12-25,193,89
"Polkinghorne, Robert",1958-02-27,183,86
"King, Tony",1955-09-11,185,80
"Rice, Leon",1951-08-23,184,75
"Emery, Steve",1958-01-15,183,83
"McFaull, Brendan",1957-05-08,194,96
"Murphy, Shane",1955-12-01,183,82
"Murray, Jeff",1952-04-07,196,97
"Welsh, Peter",1954-01-24,180,90
"Rowlings, Barry",1950-08-21,178,77
"Lee, Warren",1958-05-21,183,78
"Hudson, Peter",1946-02-19,189,92
"Trott, Stuart",1948-04-25,177,76
"Petch, Len",1954-11-24,182,78
"Fletcher, Don",1958-04-25,175,76
"Douge, Brian",1951-03-02,182,80
"Meagher, Des",1944-03-07,185,86
"Harrison, Glenn",1955-03-11,188,83
"Spark, Graeme",1957-10-08,182,75
"Jaworskyj, Bohdan",1947-03-14,185,86
"Cooke, Michael",1953-12-17,189,85
"Scrimshaw, Ian",1954-12-24,185,86
"Lynn, Gerry",1955-08-24,175,76
"Bevan, Wayne",1953-01-26,192,88
"Crimmins, Peter",1948-07-08,173,72
"Parkin, David",1942-09-12,180,80
"Stevenson, Bruce",1949-08-08,189,93
"Grummisch, Charlie",1952-03-12,189,81
"Hawken, Les",1949-06-09,192,99
"Beattie, Ron",1953-09-21,192,91
"Donaldson, Russell",1951-08-10,183,82
"Reinmuth, Paul",1954-03-27,184,89
"Zemski, Michael",1953-08-10,177,76
"Milner, Lou",1953-03-20,182,76
"Bussell, Norm",1945-01-06,193,91
"Angus, Geoff",1948-08-19,174,73
"Judd, Colin",1956-06-03,178,67
"Scott, Andrew",1952-03-12,183,75
"Chiron, Gene",1949-11-11,179,80
"Beck, Ken",1940-08-04,198,89
"Porter, Michael",1945-05-04,180,86
"Day, Robert",1944-04-13,178,78
"Keddie, Bob",1946-05-10,183,76
"Wilson, Ray",1945-01-21,180,75
"Smith, Geoff",1948-10-22,175,70
"Fitzgerald, Terry",1952-06-28,188,87
"Shinners, Brian",1949-08-06,183,83
"Stubbs, Ron",1948-10-03,194,92
"Johnson, Ross",1951-07-22,189,91
"Tipping, Lindsay",1950-04-11,183,81
"Chilton, Peter",1948-06-18,178,76
"Ferguson, Neil",1945-11-28,185,86
"Lewis, John",1949-07-25,188,87
"Morton, Lance",1948-04-14,192,96
"Gay, Terry",1947-01-18,188,83
"Murphy, Glenn",1949-12-02,180,83
"Jolley, Stephen",1950-02-12,188,82
"Blood, Michael",1945-07-05,193,89
"Francis, Michael",1947-05-01,199,99
"Growcott, Ross",1945-05-24,187,89
"Fisher, John",1941-09-16,179,77
"Kennedy, Des",1950-09-01,185,80
"Olsson, Rod",1942-04-23,187,89
"Johnson, Ted",1948-01-25,178,75
"Browne, Richard",1946-07-27,191,86
"Tolson, Paul",1948-02-02,179,80
"Arthur, Graham",1936-06-09,180,86
"Law, Ian",1938-09-27,175,75
"Crowe, Vin",1946-01-13,182,80
"Poole, Reg",1942-01-15,178,76
"Gardner, John",1946-11-03,189,89
"Pleitner, Bryan",1945-12-09,187,87
"Devenish-Meares, Rochford",1948-03-23,187,83
"Smith, Jim",1947-12-08,188,99
"Horkings, Ray",1946-05-04,170,66
"Jenkins, Dennis",1947-01-29,183,83
"Dunshea, John",1943-10-11,185,83
"Smith, Wes",1945-08-17,177,70
"Lester, Garry",1947-03-03,189,85
"Leng, Dave",1946-04-02,188,83
"Mares, Daryl",1946-10-03,174,75
"Wynd, Phil",1946-01-23,183,83
"Gordes, Norm",1946-01-08,196,84
"Smith, Norman",1946-09-01,183,86
"Ryan, Peter",1948-01-29,178,76
"Robson, Rodney",1946-04-09,183,89
"Lade, Phil",1946-10-07,183,83
"Reid, Bruce",1946-04-04,171,66
"Browne, Morton",1939-09-11,182,79
"Peck, John",1937-08-07,188,91
"Nalder, Ron",1939-09-08,178,76
"Dickson, Des",1941-01-10,187,96
"Hay, Phil",1938-02-07,180,76
"Stafford, Geoff",1945-03-17,178,81
"Tickell, John",1945-01-29,185,80
"Burgess, Greg",1945-08-08,188,83
"Albiston, David",1944-12-22,174,73
"McPherson, Cam",1940-05-24,180,80
"Demaine, Mike",1948-03-01,183,80
"Youren, Colin",1939-06-03,180,76
"Coverdale, Kevin",1940-05-31,188,86
"Joyce, Alan",1942-10-21,185,86
"Roach, Don",1940-07-31,187,80
"Willis, Bob",1942-10-24,178,76
"Butcher, Mike",1942-11-09,193,89
"Horskins, Bryan",1945-10-25,183,83
"OShea, Peter",1945-10-05,170,64
"Cummings, Percy",1946-09-05,178,73
"Taylor, Noel",1943-03-17,188,92
"Fisher, John",1937-10-10,179,73
"Price, John",1944-09-24,191,85
"Garwood, Phil",1939-12-24,184,80
"Young, Garry",1939-07-10,183,84
"Cooper, Graham",1938-04-24,188,85
"Hay, Sted",1939-06-01,180,86
"Connell, Kevin",1939-08-27,173,73
"Watson, Norm",1940-10-24,188,80
"Mort, Ian",1937-04-04,187,89
"Lyon, Peter",1941-12-28,183,76
"McArthur, Graeme",1944-11-21,177,76
"Vagg, Bob",1942-04-03,183,80
"Woodward, Kevin",1942-10-24,177,75
"Woodley, Allan",1935-08-22,191,89
"McArthur, John",1938-09-10,183,86
"Abbott, Charles",1939-06-10,180,76
"Edwards, Brendan",1936-03-18,178,75
"Cunningham, John",1940-11-22,171,64
"Haslem, Graeme",1940-10-08,168,72
"Hegarty, Danny",1944-08-14,178,73
"Kaine, Les",1936-08-08,185,83
"Winneke, John",1938-03-19,191,86
"Cabble, Ron",1938-02-10,175,72
"McMahon, Max",1942-03-20,183,84
"Harris, Duncan",1941-04-27,185,83
"Porter, Robert",1942-08-13,177,74
"Joiner, Bill",1939-08-29,200,97
"Hill, Malcolm",1938-10-07,188,92
"Simmonds, Roy",1928-12-29,175,80
"Athorne, Wayne",1941-09-07,189,83
"Young, Maurie",1937-03-07,188,87
"Critchley, Ron",1940-12-16,183,83
"Voigt, Noel",1935-12-15,191,86
"Toy, Barry",1939-04-20,175,73
"Falconer, Brian",1933-06-02,175,76
"Elward, John",1935-04-06,179,78
"Yeoman, Ray",1934-10-08,174,70
"OMahoney, John",1931-12-07,179,70
"Cocks, Bill",1936-12-15,170,78
"Wilson, Geoff",1940-01-02,168,70
"Dineen, John",1935-12-21,178,80
"Robertson, John",1940-02-15,183,83
"Randall, Trevor",1940-08-20,183,86
"Howells, Geoff",1935-09-01,183,83
"McVilly, Ray",1938-01-14,179,80
"Kennedy, John",1928-12-29,188,89
"Hughes, Alf",1930-06-25,178,76
"Nisbet, Bob",1936-02-15,188,76
"Sullivan, Paul",1937-10-01,187,86
"Gent, Don",1933-01-27,188,79
"Ritchie, Dave",1935-04-19,188,80
"Kann, Brian",1933-07-21,178,82
"Coleman, Brian",1935-05-28,175,80
"Northcote, Kevin",1938-07-27,175,75
"Rasmussen, Garry",1937-11-28,187,80
"Shelton, Bill",1936-07-13,183,77
"OBrien, Phil",1930-12-31,175,72
"Ingersoll, Terry",1934-08-18,188,88
"Maginness, Norm",1933-04-29,180,81
"Hay, Bill",1934-06-27,180,80
"Collard, Cyril",1934-09-20,173,73
"Hinks, Ian",1937-04-17,183,86
"Crane, Len",1928-02-07,179,80
"Egerton, Ian",1931-02-02,191,93
"Considine, Frank",1934-04-01,175,78
"Jose, Max",1935-08-16,187,89
"Waters, Bryan",1938-01-21,178,75
"Dupuy, Geoff",1937-01-31,180,81
"Cooper, John",1933-05-23,183,80
"Carter, Len",1934-12-07,185,80
"Metcalfe, Barry",1935-09-28,175,72
"Thompson, Clayton",1929-12-11,198,89
"Barton, George",1934-08-23,178,77
"Hancock, George",1931-01-16,187,104
"Wilkinson, Lance",1931-03-14,170,70
"Elsworth, Bill",1936-08-02,173,76
"Pearson, Ian",1934-02-09,174,73
"Kanis, Peter",1931-04-13,175,76
"Considine, Maurie",1932-06-14,183,84
"Horrocks, Rod",1934-03-05,175,73
"Douglas, Don",1934-10-07,187,83
"Philp, Clive",1926-02-28,178,80
"Cash, Pat",1928-09-05,180,80
"McCann, Ian",1933-08-28,184,80
"Toohey, Leon",1934-11-02,168,68
"Boland, Brian",1931-07-26,180,73
"Collins, Bill",1933-01-23,185,83
"Fanning, Alan",1932-12-14,182,82
"Takle, Barry",1935-01-12,188,86
"Peck, Graham",1930-05-15,179,81
"Hoy, Ron",1932-08-13,169,73
"Jewell, Alan",1932-02-19,180,78
"White, Keith",1934-02-11,173,67
"Harris, Jeff",1931-08-31,174,70
"Fletcher, Ted",1925-12-13,187,94
"Allsop, Tom",1929-09-02,178,76
"Nash, Wally",1929-06-10,178,75
"Hughes, Peter",1934-06-17,183,80
"McCashney, John",1932-05-31,170,77
"Pearson, Neil",1925-09-09,175,73
"Mathers, Ian",1930-09-07,183,91
"Holyoak, Warren",1934-12-19,178,79
"Atkins, Mack",1931-08-18,175,76
"Marr, Jack",1928-01-15,185,85
"Chown, Alf",1932-04-28,178,76
"Robison, Jim",1927-12-22,180,83
"Douglas, Jack",1929-06-02,184,80
"Charleston, Peter",1930-08-28,180,81
"MacDonald, Jack",1927-05-16,179,73
"Considine, Bernie",1925-04-08,188,86
"Black, Norm",1927-11-05,175,72
"Edwards, George",1927-07-12,185,87
"ODonohue, Peter",1923-06-14,179,80
"Fitchett, Mike",1927-11-30,178,81
"Griffiths, Barry",1929-07-12,180,82
"Webster, Noel",1932-06-09,178,74
"McGreevy, John",1930-05-11,184,82
"Bond, Kevin",1928-05-26,165,67
"Le Nepveu, Allan",1927-10-07,177,71
"Wain, Fred",1928-06-06,183,83
"Hancock, Peter",1931-11-11,183,80
"McKinnon, Vic",1926-01-19,183,87
"Rattray, Jim",1929-08-22,175,72
"Hartigan, Jack",1928-07-12,173,73
"Gibb, Ray",1928-12-05,188,81
"Curran, Kevin",1920-12-19,183,87
"Turnbull, Lindsay",1930-10-09,183,80
"Bohan, Leo",1929-09-16,173,73
"Anderson, Gordon",1924-09-16,185,83
"Bowman, Gordon",1927-02-10,175,73
"McLeod, Jack",1926-02-10,178,80
"Fisher, Bob",1929-03-14,175,80
"Prowse, Frank",1923-08-04,192,94
"Evans, Ron",1926-02-20,175,67
"Don, Jim",1930-09-11,179,79
"Prior, Albert",1921-01-15,185,85
"Johnston, Lionel",1926-12-21,183,83
"Williams, Mel",1926-06-01,191,91
"Norman, Bill",1926-08-26,183,81
"Leary, Brian",1930-05-24,175,76
"Worrall, Malcolm",1925-12-10,173,68
"Baldwin, Roy",1927-07-28,178,76
"Scott, Peter",1931-03-24,184,78
"Albiston, Alec",1917-11-16,175,73
"Austen, Colin",1920-12-02,175,80
"Baldwin, Allan",1924-02-09,187,79
"Lambert, Brian",1930-10-10,166,66
"Churchman, Joe",1924-09-18,185,80
"Shalless, Ralph",1923-01-28,178,89
"Molloy, Keith",1924-08-07,183,83
"Evans, Lew",1927-10-14,163,67
"Culpitt, Wally",1918-01-14,178,76
"Brain, Jack",1920-06-20,169,63
"Ferguson, Tom",1920-11-21,180,83
"Hester, Jack",1922-07-01,169,62
"Pabst, Len",1917-03-28,173,73
"Andrews, Len",1922-11-04,180,80
"Milgate, Bob",1925-01-03,178,68
"Woolf, Len",1921-11-12,180,76
"McVilly, Don",1920-08-07,174,76
"Spear, Tom",1919-11-15,178,85
"Morgan, Jim",1924-02-28,188,83
"Fisher, Jack",1922-01-22,182,80
"Barnes, Fred",1921-02-21,187,87
"Hevey, Kevin",1923-04-30,180,80
"Hamilton, Stuart",1918-09-13,183,81
"Fitzgerald, Cash",1921-05-16,175,75
"Munro, Ken",1922-03-14,175,67
"Mace, Ken",1921-03-03,184,86
"Hickey, Noel",1925-01-10,178,73
"Calwell, Tom",1925-02-02,179,76
"Shea, Jack",1927-08-07,170,68
"Cartledge, Geoff",1922-08-17,173,76
"Bohan, Jim",1919-07-21,179,78
"Blackman, Jack",1920-01-29,177,85
"Harris, Ron",1924-01-16,185,85
"Spencer, Wally",1924-01-05,185,79
"Collis, Ted",1921-06-12,184,89
"Lippiatt, Ken",1920-01-06,173,77
"ODonohue, Phil",1926-08-08,180,81
"Brannan, Andy",1919-06-04,164,55
"Pirrie, Kevin",1922-02-16,183,81
"Neate, Bob",1925-01-31,170,64
"Rogers, Bert",1916-12-17,182,91
"Ryan, Phil",1915-06-09,185,75
"Cleary, Jack",1922-02-09,183,80
"King, Jack",1919-04-09,174,83
"Wilks, Don",1917-08-09,173,82
"Barwick, Geoff",1919-09-29,187,89
"Maguire, Jim",1918-11-02,183,87
"Bragg, Dudley",1917-02-23,188,92
"Bodger, Ken",1924-12-15,180,81
"Furler, Bob",1918-06-28,175,83
"Barker, Jack",1917-12-23,185,98
"Slater, Ken",1924-03-22,188,78
"Taylor, Jack",1924-05-09,178,81
"Campbell, Tom",1924-07-26,191,94
"Whelan, Russell",1914-12-02,185,86
"OKeefe, Jack",1915-09-29,193,87
"Barnes, Reg",1920-12-15,178,76
"Pavey, Bill",1913-09-26,179,78
"Burke, Jack",1918-04-29,180,72
"Angwin, Andrew",1918-09-04,174,72
"Peters, Laurie",1916-06-13,183,80
"Jensen, Allan",1922-08-31,165,64
"Taylor, Laurie",1916-11-27,188,82
"Amey, Bert",1924-11-25,166,60
"Story, Alan",1913-11-10,185,85
"Williams, Bob",1913-04-14,175,73
"Whittle, Alvan",1919-09-20,182,85
"Horkings, Reg",1919-06-20,170,66
"Dwan, Harry",1918-12-08,168,70
"Alvin, Norm",1916-05-31,178,80
"Harland, Bob",1916-03-01,191,101
"Atkinson, Vic",1921-03-31,182,76
"Bennett, George",1911-09-22,184,78
"Alsop, Ron",1916-04-25,168,65
"Naismith, Albert",1917-11-13,183,81
"Samblebe, Frank",1915-01-28,177,79
"Salvas, Lou",1921-08-17,188,86
"Clements, Arthur",1921-01-22,166,68
"Goldsmith, Gordon",1915-12-21,175,72
"Saker, Alan",1921-02-15,170,71
"Goss, Norm",1915-06-06,177,82
"Feltscheer, Ken",1915-06-09,178,81
"Withers, George",1917-03-07,179,79
"Fletcher, Norm",1915-09-10,182,78
"Daly, Harold",1915-10-18,173,77
"Curran, Frank",1919-10-15,175,70
"Nash, Alex",1923-01-10,177,78
"Austen, Bob",1914-05-24,180,79
"Mathisen, Jack",1921-09-22,178,76
"Graham, Bert",1921-03-01,185,79
"Jorgensen, Barney",1922-07-12,177,82
"Zucker, Harold",1917-12-23,191,86
"Connors, Leo",1918-09-01,185,79
"Mills, Bert",1910-02-16,180,86
"Jones, Fred",1918-04-22,189,92
"Elliott, Russ",1918-07-12,185,87
"Rowe, Tom",1920-01-07,185,84
"Boyle, Terry",1920-05-02,173,72
"Barelli, Alan",1920-05-20,188,86
"Walsh, Len",1912-07-24,189,89
"Austen, Cec",1918-11-30,187,85
"Logan, Jim",1911-04-12,166,68
"Herbert, Bob",1919-03-11,170,71
"White, Jim",1922-04-25,183,86
"Bell, Reg",1913-09-16,174,76
"Sutherland, Tom",1910-06-22,183,91
"Pirrie, Dick",1920-06-06,175,75
"Parker, Frank",1920-09-20,183,80
"Hodges, Alby",1918-04-19,178,82
"Elder, Ern",1916-12-13,187,81
"Dyer, Ken",1915-10-22,183,78
"Brady, Brendan",1917-02-03,180,80
"Cutter, Frank",1921-02-25,183,79
"Spinks, Stan",1912-10-16,171,79
"Moore, Bill",1917-03-05,180,80
"Waters, Gordon",1914-01-27,173,74
"Landrigan, Kevin",1917-01-18,169,73
"Wellington, Tom",1921-08-22,187,86
"Farrant, Reg",1920-09-09,180,75
"Young, Gus",1915-05-18,183,78
"Hone, Bruce",1913-07-26,183,84
"Long, Roy",1914-09-04,183,80
"Murphy, Leo",1909-08-07,185,85
"Dower, George",1913-07-11,183,76
"Vanderbist, Charlie",1915-06-15,166,77
"Carmichael, Max",1920-04-20,177,67
"Deague, Bill",1912-10-14,183,82
"Thomas, Len",1908-07-20,179,80
"Davey, Tom",1916-11-15,183,85
"Allison, Neil",1912-10-11,171,74
"Day, Howard",1917-08-10,177,73
"Davidson, Arthur",1912-11-30,173,61
"Robinson, Bill",1919-01-22,185,81
"Pierce, Charlie",1917-02-03,182,72
"Barker, George",1916-06-26,178,89
"Randall, Viv",1914-03-07,170,74
"Abikhair, Dick",1914-07-07,165,80
"Hall, Johnny",1917-05-14,178,77
"Lyons, Joe",1914-03-21,177,NA
"Paternoster, Ron",1916-08-20,184,84
"Cartwright, Gilbert",1916-04-18,165,66
"Pool, Ted",1905-11-09,165,65
"Wright, Morton",1914-08-23,180,83
"Taylor, Will",1911-07-01,180,83
"Taylor, Ralph",1915-06-03,178,83
"McAlpine, Ivan",1907-07-19,182,70
"Ford, Bill",1906-07-18,191,80
"Wheeler, Max",1912-05-31,180,79
"Clements, Jack",1915-10-29,180,74
"Zander, Jack",1910-07-06,188,86
"Lonsdale, Clarrie",1906-09-13,180,78
"Shea, Eddie",1915-06-11,178,81
"McQueen, Max",1915-01-16,179,82
"Ripper, Bill",1912-12-10,175,76
"Mitchell, Jack",1911-05-15,178,72
"Oakes, Jim",1912-06-10,180,74
"Bravo, Steve",1912-05-26,193,94
"Loveless, Ernie",1907-12-06,175,76
"Chandler, Bert",1913-10-07,179,83
"Lee, Alex",1908-03-24,178,76
"Giblett, Alf",1908-05-30,182,78
"Green, Tom",1909-01-13,178,74
"Stewart, Stuart",1907-04-26,185,83
"Rodda, Roy",1910-05-09,163,65
"Smith, Vin",1914-01-23,180,70
"Aitchison, Jack",1911-04-06,173,68
"Hyde, Bert",1907-06-03,180,81
"Fuller, Alan",1912-08-01,178,79
"Hickey, Gerry",1912-07-24,185,86
"Williams, Ted",1912-05-23,178,71
"Ashby, Bert",1909-01-23,175,73
"Rohde, Carl",1910-09-29,184,86
"Smethurst, Max",1914-12-06,182,83
"Duff, Ralph",1908-05-20,175,74
"Sellers, Bob",1905-02-23,182,83
"Ware, Walter",1906-03-19,187,87
"Williamson, Wally",1907-05-07,185,79
"Onley, Ken",1914-12-14,175,NA
"Cameron, Lachlan",1909-04-12,188,81
"Ogden, Stan",1910-11-01,185,76
"Clements, Leo",1907-11-08,175,NA
"Wickham, Merv",1914-01-31,180,78
"Drury, Mal",1910-04-06,173,68
"McAuliffe, Jerry",1909-08-27,NA,NA
"Moloney, Dan",1913-04-09,179,NA
"Sayer, Fred",1913-06-06,177,NA
"Geary, Brian",1912-12-14,180,73
"Nolan, Frank",1915-06-10,177,73
"Romari, Wal",1907-10-07,178,NA
"Turner, Harold",1911-01-30,182,81
"De Abel, Fred",1910-05-04,179,NA
"Ryan, Jack",1907-07-24,165,67
"White, Jack",1912-06-14,177,75
"Sharpley, Keith",1909-03-16,183,84
"McGillivray, Charlie",1910-07-10,185,91
"Murdoch, Bob",1909-06-17,174,85
"Cordner, Larry",1911-02-07,178,NA
"Aked, Frank",1902-11-25,183,86
"Mercer, Tom",1910-08-20,180,NA
"Daffey, Mark",1908-04-09,173,67
"Hammond, Bob",1905-09-01,182,84
"Farrelly, Geoff",1908-04-09,175,73
"Carey, Bill",1905-12-30,175,78
"Chandler, Allan",1907-06-03,188,87
"Johnson, Harvey",1907-08-26,180,NA
"Buckney, Hilton",1910-06-05,179,80
"Corry, Ivan",1907-07-21,182,NA
"Francis, Syd",1913-02-20,178,76
"Meehan, Joe",1911-04-05,180,85
"Sharpley, Jack",1906-02-18,182,NA
"Quartermain, Allan",1913-12-10,175,72
"Fisher, Stan",1911-02-04,174,NA
"Gough, Lew",1903-09-01,187,87
"Luckins, Frank",1912-04-24,180,NA
"Morgan, Alec",1908-06-05,179,NA
"Stewart, Alex",1908-02-14,180,80
"Stewart, Frank",1910-08-11,166,74
"Colling, Cliff",1912-12-18,171,64
"Mills, Donald",1909-08-28,182,79
"Aitchison, Ern",1905-06-10,184,78
"Garside, Ted",1904-11-22,171,NA
"Williams, Irvan",1908-01-20,183,77
"Woolf, Willie",1907-04-21,177,NA
"Meade, Les",1904-11-04,173,69
"Brooks, Phil",1901-10-11,178,76
"Davies, Reg",1909-11-24,182,80
"OBrien, Jack",1906-06-09,185,83
"Cathie, George",1905-10-26,178,79
"Mulavin, Reg",1912-09-08,178,NA
"Lunn, Bennie",1905-06-11,178,76
"Flanigan, Jack",1905-04-29,184,83
"Logan, Dick",1906-06-29,165,59
"Williams, Lyall",1906-06-18,174,81
"Mills, Arthur",1905-11-22,183,NA
"Keary, Pat",1901-10-10,180,81
"Mills, Len",1898-02-08,203,86
"Frecker, Artie",1901-09-20,170,73
"Veitch, Jim",1905-01-08,185,80
"Hansen, Fred",1903-05-31,171,73
"Yemm, Len",1904-03-23,185,81
"Withers, Dave",1911-02-15,188,72
"Horne, Frank",1905-10-18,180,92
"Lathlain, Wally",1905-12-02,169,71
"Whitty, Frank",1905-04-26,187,84
"Chadwick, Bert",1897-11-15,184,86
"Bryse, Arthur",1908-09-13,173,71
"West, Fred",1905-02-22,178,77
"Watson, Arthur",1902-03-22,175,69
"Mahony, Maurie",1906-10-16,174,NA
"Jones, Les",1905-03-25,183,90
"Williams, Richard",1905-05-06,175,73
